"Nível","Cód.","Unidade da Federação","População Residente - 2019"
"MU","2106003","Lima Campos (MA)","11893"
"MU","2106102","Loreto (MA)","12157"
"MU","2106201","Luís Domingues (MA)","6951"
"MU","2106300","Magalhães de Almeida (MA)","19826"
"MU","2106326","Maracaçumé (MA)","21395"
"MU","2106359","Marajá do Sena (MA)","7792"
"MU","2106375","Maranhãozinho (MA)","16265"
"MU","2106409","Mata Roma (MA)","16829"
"MU","2106508","Matinha (MA)","23370"
"MU","2106607","Matões (MA)","33782"
"MU","2106631","Matões do Norte (MA)","16745"
"MU","2106672","Milagres do Maranhão (MA)","8464"
"MU","2106706","Mirador (MA)","21015"
"MU","2106755","Miranda do Norte (MA)","28381"
"MU","2106805","Mirinzal (MA)","14962"
"MU","2106904","Monção (MA)","33434"
"MU","2107001","Montes Altos (MA)","9160"
"MU","2107100","Morros (MA)","19433"
"MU","2107209","Nina Rodrigues (MA)","14454"
"MU","2107258","Nova Colinas (MA)","5384"
"MU","2107308","Nova Iorque (MA)","4683"
"MU","2107357","Nova Olinda do Maranhão (MA)","20928"
"MU","2107407","Olho d'Água das Cunhãs (MA)","19505"
"MU","2107456","Olinda Nova do Maranhão (MA)","14701"
"MU","2107506","Paço do Lumiar (MA)","122197"
"MU","2107605","Palmeirândia (MA)","19722"
"MU","2107704","Paraibano (MA)","21386"
"MU","2107803","Parnarama (MA)","34907"
"MU","2107902","Passagem Franca (MA)","19019"
"MU","2108009","Pastos Bons (MA)","19472"
"MU","2108058","Paulino Neves (MA)","16035"
"MU","2108108","Paulo Ramos (MA)","21040"
"MU","2108207","Pedreiras (MA)","39229"
"MU","2108256","Pedro do Rosário (MA)","25144"
"MU","2108306","Penalva (MA)","38470"
"MU","2108405","Peri Mirim (MA)","14318"
"MU","2108454","Peritoró (MA)","23196"
"MU","2108504","Pindaré-Mirim (MA)","32941"
"MU","2108603","Pinheiro (MA)","83387"
"MU","2108702","Pio XII (MA)","21485"
"MU","2108801","Pirapemas (MA)","18625"
"MU","2108900","Poção de Pedras (MA)","17873"
"MU","2109007","Porto Franco (MA)","23885"
"MU","2109056","Porto Rico do Maranhão (MA)","5975"
"MU","2109106","Presidente Dutra (MA)","47804"
"MU","2109205","Presidente Juscelino (MA)","12734"
"MU","2109239","Presidente Médici (MA)","7015"
"MU","2109270","Presidente Sarney (MA)","18918"
"MU","2109304","Presidente Vargas (MA)","11193"
"MU","2109403","Primeira Cruz (MA)","15315"
"MU","2109452","Raposa (MA)","30761"
"MU","2109502","Riachão (MA)","20195"
"MU","2109551","Ribamar Fiquene (MA)","7791"
"MU","2109601","Rosário (MA)","42740"
"MU","2109700","Sambaíba (MA)","5671"
"MU","2109759","Santa Filomena do Maranhão (MA)","7773"
"MU","2109809","Santa Helena (MA)","42130"
"MU","2109908","Santa Inês (MA)","89044"
"MU","2110005","Santa Luzia (MA)","72667"
"MU","2110039","Santa Luzia do Paruá (MA)","25254"
"MU","2110104","Santa Quitéria do Maranhão (MA)","25642"
"MU","2110203","Santa Rita (MA)","37855"
"MU","2110237","Santana do Maranhão (MA)","13386"
"MU","2110278","Santo Amaro do Maranhão (MA)","15846"
"MU","2110302","Santo Antônio dos Lopes (MA)","14528"
"MU","2110401","São Benedito do Rio Preto (MA)","18663"
"MU","2110500","São Bento (MA)","45211"
"MU","2110609","São Bernardo (MA)","28507"
"MU","2110658","São Domingos do Azeitão (MA)","7392"
"MU","2110708","São Domingos do Maranhão (MA)","34376"
"MU","2110807","São Félix de Balsas (MA)","4585"
"MU","2110856","São Francisco do Brejão (MA)","11798"
"MU","2110906","São Francisco do Maranhão (MA)","12210"
"MU","2111003","São João Batista (MA)","20665"
"MU","2111029","São João do Carú (MA)","15808"
"MU","2111052","São João do Paraíso (MA)","11177"
"MU","2111078","São João do Soter (MA)","18543"
"MU","2111102","São João dos Patos (MA)","25929"
"MU","2111201","São José de Ribamar (MA)","177687"
"MU","2111250","São José dos Basílios (MA)","7641"
"MU","2111300","São Luís (MA)","1101884"
"MU","2111409","São Luís Gonzaga do Maranhão (MA)","18856"
"MU","2111508","São Mateus do Maranhão (MA)","41529"
"MU","2111532","São Pedro da Água Branca (MA)","12690"
"MU","2111573","São Pedro dos Crentes (MA)","4668"
"MU","2111607","São Raimundo das Mangabeiras (MA)","18868"
"MU","2111631","São Raimundo do Doca Bezerra (MA)","5237"
"MU","2111672","São Roberto (MA)","6719"
"MU","2111706","São Vicente Ferrer (MA)","22247"
"MU","2111722","Satubinha (MA)","13914"
"MU","2111748","Senador Alexandre Costa (MA)","11141"
"MU","2111763","Senador La Rocque (MA)","14293"
"MU","2111789","Serrano do Maranhão (MA)","10253"
"MU","2111805","Sítio Novo (MA)","18081"
"MU","2111904","Sucupira do Norte (MA)","10636"
"MU","2111953","Sucupira do Riachão (MA)","5660"
"MU","2112001","Tasso Fragoso (MA)","8521"
"MU","2112100","Timbiras (MA)","29124"
"MU","2112209","Timon (MA)","169107"
"MU","2112233","Trizidela do Vale (MA)","21998"
"MU","2112274","Tufilândia (MA)","5840"
"MU","2112308","Tuntum (MA)","41832"
"MU","2112407","Turiaçu (MA)","35604"
"MU","2112456","Turilândia (MA)","25619"
"MU","2112506","Tutóia (MA)","58860"
"MU","2112605","Urbano Santos (MA)","33122"
"MU","2112704","Vargem Grande (MA)","56510"
"MU","2112803","Viana (MA)","52441"
"MU","2112852","Vila Nova dos Martírios (MA)","13392"
"MU","2112902","Vitória do Mearim (MA)","32764"
"MU","2113009","Vitorino Freire (MA)","31523"
"MU","2114007","Zé Doca (MA)","51714"
"MU","2200053","Acauã (PI)","7084"
"MU","2200103","Agricolândia (PI)","5139"
"MU","2200202","Água Branca (PI)","17411"
"MU","2200251","Alagoinha do Piauí (PI)","7651"
"MU","2200277","Alegrete do Piauí (PI)","4915"
"MU","2200301","Alto Longá (PI)","14304"
"MU","2200400","Altos (PI)","40524"
"MU","2200459","Alvorada do Gurguéia (PI)","5419"
"MU","2200509","Amarante (PI)","17598"
"MU","2200608","Angical do Piauí (PI)","6788"
"MU","2200707","Anísio de Abreu (PI)","9880"
"MU","2200806","Antônio Almeida (PI)","3164"
"MU","2200905","Aroazes (PI)","5835"
"MU","2200954","Aroeiras do Itaim (PI)","2551"
"MU","2201002","Arraial (PI)","4727"
"MU","2201051","Assunção do Piauí (PI)","7846"
"MU","2201101","Avelino Lopes (PI)","11289"
"MU","2201150","Baixa Grande do Ribeiro (PI)","11586"
"MU","2201176","Barra D'Alcântara (PI)","3951"
"MU","2201200","Barras (PI)","47066"
"MU","2201309","Barreiras do Piauí (PI)","3348"
"MU","2201408","Barro Duro (PI)","7032"
"MU","2201507","Batalha (PI)","26857"
"MU","2201556","Bela Vista do Piauí (PI)","4015"
"MU","2201572","Belém do Piauí (PI)","3566"
"MU","2201606","Beneditinos (PI)","10467"
"MU","2201705","Bertolínia (PI)","5501"
"MU","2201739","Betânia do Piauí (PI)","6205"
"MU","2201770","Boa Hora (PI)","6781"
"MU","2201804","Bocaina (PI)","4500"
"MU","2201903","Bom Jesus (PI)","25179"
"MU","2201919","Bom Princípio do Piauí (PI)","5630"
"MU","2201929","Bonfim do Piauí (PI)","5670"
"MU","2201945","Boqueirão do Piauí (PI)","6407"
"MU","2201960","Brasileira (PI)","8329"
"MU","2201988","Brejo do Piauí (PI)","3875"
"MU","2202000","Buriti dos Lopes (PI)","19781"
"MU","2202026","Buriti dos Montes (PI)","8244"
"MU","2202059","Cabeceiras do Piauí (PI)","10586"
"MU","2202075","Cajazeiras do Piauí (PI)","3559"
"MU","2202083","Cajueiro da Praia (PI)","7642"
"MU","2202091","Caldeirão Grande do Piauí (PI)","5776"
"MU","2202109","Campinas do Piauí (PI)","5613"
"MU","2202117","Campo Alegre do Fidalgo (PI)","5045"
"MU","2202133","Campo Grande do Piauí (PI)","5943"
"MU","2202174","Campo Largo do Piauí (PI)","7279"
"MU","2202208","Campo Maior (PI)","46833"
"MU","2202251","Canavieira (PI)","3950"
"MU","2202307","Canto do Buriti (PI)","21187"
"MU","2202406","Capitão de Campos (PI)","11417"
"MU","2202455","Capitão Gervásio Oliveira (PI)","4100"
"MU","2202505","Caracol (PI)","10916"
"MU","2202539","Caraúbas do Piauí (PI)","5868"
"MU","2202554","Caridade do Piauí (PI)","5067"
"MU","2202604","Castelo do Piauí (PI)","19716"
"MU","2202653","Caxingó (PI)","5424"
"MU","2202703","Cocal (PI)","27787"
"MU","2202711","Cocal de Telha (PI)","4891"
"MU","2202729","Cocal dos Alves (PI)","6153"
"MU","2202737","Coivaras (PI)","4020"
"MU","2202752","Colônia do Gurguéia (PI)","6484"
"MU","2202778","Colônia do Piauí (PI)","7656"
"MU","2202802","Conceição do Canindé (PI)","4803"
"MU","2202851","Coronel José Dias (PI)","4682"
"MU","2202901","Corrente (PI)","26644"
"MU","2203008","Cristalândia do Piauí (PI)","8294"
"MU","2203107","Cristino Castro (PI)","10423"
"MU","2203206","Curimatá (PI)","11388"
"MU","2203230","Currais (PI)","4954"
"MU","2203255","Curralinhos (PI)","4443"
"MU","2203271","Curral Novo do Piauí (PI)","5343"
"MU","2203305","Demerval Lobão (PI)","13817"
"MU","2203354","Dirceu Arcoverde (PI)","7011"
"MU","2203404","Dom Expedito Lopes (PI)","6904"
"MU","2203420","Domingos Mourão (PI)","4355"
"MU","2203453","Dom Inocêncio (PI)","9556"
"MU","2203503","Elesbão Veloso (PI)","14602"
"MU","2203602","Eliseu Martins (PI)","4915"
"MU","2203701","Esperantina (PI)","39737"
"MU","2203750","Fartura do Piauí (PI)","5307"
"MU","2203800","Flores do Piauí (PI)","4463"
"MU","2203859","Floresta do Piauí (PI)","2558"
"MU","2203909","Floriano (PI)","59935"
"MU","2204006","Francinópolis (PI)","5348"
"MU","2204105","Francisco Ayres (PI)","4348"
"MU","2204154","Francisco Macedo (PI)","3184"
"MU","2204204","Francisco Santos (PI)","9319"
"MU","2204303","Fronteiras (PI)","11625"
"MU","2204352","Geminiano (PI)","5442"
"MU","2204402","Gilbués (PI)","10690"
"MU","2204501","Guadalupe (PI)","10499"
"MU","2204550","Guaribas (PI)","4562"
"MU","2204600","Hugo Napoleão (PI)","3877"
"MU","2204659","Ilha Grande (PI)","9426"
"MU","2204709","Inhuma (PI)","15308"
"MU","2204808","Ipiranga do Piauí (PI)","9811"
"MU","2204907","Isaías Coelho (PI)","8549"
"MU","2205003","Itainópolis (PI)","11530"
"MU","2205102","Itaueira (PI)","11019"
"MU","2205151","Jacobina do Piauí (PI)","5741"
"MU","2205201","Jaicós (PI)","19104"
"MU","2205250","Jardim do Mulato (PI)","4504"
"MU","2205276","Jatobá do Piauí (PI)","4865"
"MU","2205300","Jerumenha (PI)","4452"
"MU","2205359","João Costa (PI)","3008"
"MU","2205409","Joaquim Pires (PI)","14354"
"MU","2205458","Joca Marques (PI)","5443"
"MU","2205508","José de Freitas (PI)","39208"
"MU","2205516","Juazeiro do Piauí (PI)","5478"
"MU","2205524","Júlio Borges (PI)","5627"
"MU","2205532","Jurema (PI)","4763"
"MU","2205540","Lagoinha do Piauí (PI)","2845"
"MU","2205557","Lagoa Alegre (PI)","8542"
"MU","2205565","Lagoa do Barro do Piauí (PI)","4655"
"MU","2205573","Lagoa de São Francisco (PI)","6758"
"MU","2205581","Lagoa do Piauí (PI)","4064"
"MU","2205599","Lagoa do Sítio (PI)","5177"
"MU","2205607","Landri Sales (PI)","5295"
"MU","2205706","Luís Correia (PI)","30311"
"MU","2205805","Luzilândia (PI)","25486"
"MU","2205854","Madeiro (PI)","8310"
"MU","2205904","Manoel Emídio (PI)","5349"
"MU","2205953","Marcolândia (PI)","8492"
"MU","2206001","Marcos Parente (PI)","4549"
"MU","2206050","Massapê do Piauí (PI)","6441"
"MU","2206100","Matias Olímpio (PI)","10936"
"MU","2206209","Miguel Alves (PI)","33760"
"MU","2206308","Miguel Leão (PI)","1246"
"MU","2206357","Milton Brandão (PI)","6613"
"MU","2206407","Monsenhor Gil (PI)","10564"
"MU","2206506","Monsenhor Hipólito (PI)","7749"
"MU","2206605","Monte Alegre do Piauí (PI)","10613"
"MU","2206654","Morro Cabeça no Tempo (PI)","4532"
"MU","2206670","Morro do Chapéu do Piauí (PI)","6796"
"MU","2206696","Murici dos Portelas (PI)","9159"
"MU","2206704","Nazaré do Piauí (PI)","7339"
"MU","2206720","Nazária (PI)","8570"
"MU","2206753","Nossa Senhora de Nazaré (PI)","4870"
"MU","2206803","Nossa Senhora dos Remédios (PI)","8692"
"MU","2206902","Novo Oriente do Piauí (PI)","6565"
"MU","2206951","Novo Santo Antônio (PI)","2991"
"MU","2207009","Oeiras (PI)","37029"
"MU","2207108","Olho D'Água do Piauí (PI)","2459"
"MU","2207207","Padre Marcos (PI)","6868"
"MU","2207306","Paes Landim (PI)","4129"
"MU","2207355","Pajeú do Piauí (PI)","3389"
"MU","2207405","Palmeira do Piauí (PI)","5043"
"MU","2207504","Palmeirais (PI)","14539"
"MU","2207553","Paquetá (PI)","3945"
"MU","2207603","Parnaguá (PI)","10791"
"MU","2207702","Parnaíba (PI)","153078"
"MU","2207751","Passagem Franca do Piauí (PI)","4313"
"MU","2207777","Patos do Piauí (PI)","6392"
"MU","2207793","Pau D'Arco do Piauí (PI)","4045"
"MU","2207801","Paulistana (PI)","20523"
"MU","2207850","Pavussu (PI)","3677"
"MU","2207900","Pedro II (PI)","38742"
"MU","2207934","Pedro Laurentino (PI)","2536"
"MU","2207959","Nova Santa Rita (PI)","4374"
"MU","2208007","Picos (PI)","78222"
"MU","2208106","Pimenteiras (PI)","12127"
"MU","2208205","Pio IX (PI)","18425"
"MU","2208304","Piracuruca (PI)","28791"
"MU","2208403","Piripiri (PI)","63742"
"MU","2208502","Porto (PI)","12568"
"MU","2208551","Porto Alegre do Piauí (PI)","2710"
"MU","2208601","Prata do Piauí (PI)","3151"
"MU","2208650","Queimada Nova (PI)","8992"
"MU","2208700","Redenção do Gurguéia (PI)","8778"
"MU","2208809","Regeneração (PI)","17978"
"MU","2208858","Riacho Frio (PI)","4312"
"MU","2208874","Ribeira do Piauí (PI)","4477"
"MU","2208908","Ribeiro Gonçalves (PI)","7341"
"MU","2209005","Rio Grande do Piauí (PI)","6432"
"MU","2209104","Santa Cruz do Piauí (PI)","6240"
"MU","2209153","Santa Cruz dos Milagres (PI)","4019"
"MU","2209203","Santa Filomena (PI)","6253"
"MU","2209302","Santa Luz (PI)","5860"
"MU","2209351","Santana do Piauí (PI)","4634"
"MU","2209377","Santa Rosa do Piauí (PI)","5257"
"MU","2209401","Santo Antônio de Lisboa (PI)","6415"
"MU","2209450","Santo Antônio dos Milagres (PI)","2161"
"MU","2209500","Santo Inácio do Piauí (PI)","3798"
"MU","2209559","São Braz do Piauí (PI)","4448"
"MU","2209609","São Félix do Piauí (PI)","2942"
"MU","2209658","São Francisco de Assis do Piauí (PI)","5755"
"MU","2209708","São Francisco do Piauí (PI)","6423"
"MU","2209757","São Gonçalo do Gurguéia (PI)","3041"
"MU","2209807","São Gonçalo do Piauí (PI)","5015"
"MU","2209856","São João da Canabrava (PI)","4608"
"MU","2209872","São João da Fronteira (PI)","6042"
"MU","2209906","São João da Serra (PI)","6139"
"MU","2209955","São João da Varjota (PI)","4840"
"MU","2209971","São João do Arraial (PI)","7989"
"MU","2210003","São João do Piauí (PI)","20601"
"MU","2210052","São José do Divino (PI)","5346"
"MU","2210102","São José do Peixe (PI)","3745"
"MU","2210201","São José do Piauí (PI)","6705"
"MU","2210300","São Julião (PI)","6363"
"MU","2210359","São Lourenço do Piauí (PI)","4573"
"MU","2210375","São Luis do Piauí (PI)","2644"
"MU","2210383","São Miguel da Baixa Grande (PI)","2452"
"MU","2210391","São Miguel do Fidalgo (PI)","3039"
"MU","2210409","São Miguel do Tapuio (PI)","17662"
"MU","2210508","São Pedro do Piauí (PI)","14291"
"MU","2210607","São Raimundo Nonato (PI)","34710"
"MU","2210623","Sebastião Barros (PI)","3469"
"MU","2210631","Sebastião Leal (PI)","4294"
"MU","2210656","Sigefredo Pacheco (PI)","10041"
"MU","2210706","Simões (PI)","14633"
"MU","2210805","Simplício Mendes (PI)","12711"
"MU","2210904","Socorro do Piauí (PI)","4569"
"MU","2210938","Sussuapara (PI)","6730"
"MU","2210953","Tamboril do Piauí (PI)","2919"
"MU","2210979","Tanque do Piauí (PI)","2765"
"MU","2211001","Teresina (PI)","864845"
"MU","2211100","União (PI)","44485"
"MU","2211209","Uruçuí (PI)","21558"
"MU","2211308","Valença do Piauí (PI)","20918"
"MU","2211357","Várzea Branca (PI)","4947"
"MU","2211407","Várzea Grande (PI)","4391"
"MU","2211506","Vera Mendes (PI)","3077"
"MU","2211605","Vila Nova do Piauí (PI)","2971"
"MU","2211704","Wall Ferraz (PI)","4462"
"MU","2300101","Abaiara (CE)","11737"
"MU","2300150","Acarape (CE)","14929"
"MU","2300200","Acaraú (CE)","62641"
"MU","2300309","Acopiara (CE)","54270"
"MU","2300408","Aiuaba (CE)","17399"
"MU","2300507","Alcântaras (CE)","11714"
"MU","2300606","Altaneira (CE)","7586"
"MU","2300705","Alto Santo (CE)","17146"
"MU","2300754","Amontada (CE)","43452"
"MU","2300804","Antonina do Norte (CE)","7353"
"MU","2300903","Apuiarés (CE)","14600"
"MU","2301000","Aquiraz (CE)","80271"
"MU","2301109","Aracati (CE)","74547"
"MU","2301208","Aracoiaba (CE)","26469"
"MU","2301257","Ararendá (CE)","10935"
"MU","2301307","Araripe (CE)","21600"
"MU","2301406","Aratuba (CE)","11847"
"MU","2301505","Arneiroz (CE)","7840"
"MU","2301604","Assaré (CE)","23417"
"MU","2301703","Aurora (CE)","24654"
"MU","2301802","Baixio (CE)","6288"
"MU","2301851","Banabuiú (CE)","18197"
"MU","2301901","Barbalha (CE)","60781"
"MU","2301950","Barreira (CE)","22425"
"MU","2302008","Barro (CE)","22680"
"MU","2302057","Barroquinha (CE)","15017"
"MU","2302107","Baturité (CE)","35750"
"MU","2302206","Beberibe (CE)","53573"
"MU","2302305","Bela Cruz (CE)","32591"
"MU","2302404","Boa Viagem (CE)","54470"
"MU","2302503","Brejo Santo (CE)","49477"
"MU","2302602","Camocim (CE)","63661"
"MU","2302701","Campos Sales (CE)","27426"
"MU","2302800","Canindé (CE)","76997"
"MU","2302909","Capistrano (CE)","17738"
"MU","2303006","Caridade (CE)","22547"
"MU","2303105","Cariré (CE)","18448"
"MU","2303204","Caririaçu (CE)","26965"
"MU","2303303","Cariús (CE)","18699"
"MU","2303402","Carnaubal (CE)","17606"
"MU","2303501","Cascavel (CE)","71743"
"MU","2303600","Catarina (CE)","20698"
"MU","2303659","Catunda (CE)","10342"
"MU","2303709","Caucaia (CE)","361400"
"MU","2303808","Cedro (CE)","25557"
"MU","2303907","Chaval (CE)","13069"
"MU","2303931","Choró (CE)","13521"
"MU","2303956","Chorozinho (CE)","20264"
"MU","2304004","Coreaú (CE)","23136"
"MU","2304103","Crateús (CE)","75074"
"MU","2304202","Crato (CE)","132123"
"MU","2304236","Croatá (CE)","18063"
"MU","2304251","Cruz (CE)","24827"
"MU","2304269","Deputado Irapuan Pinheiro (CE)","9625"
"MU","2304277","Ererê (CE)","7198"
"MU","2304285","Eusébio (CE)","53618"
"MU","2304301","Farias Brito (CE)","19450"
"MU","2304350","Forquilha (CE)","24218"
"MU","2304400","Fortaleza (CE)","2669342"
"MU","2304459","Fortim (CE)","16480"
"MU","2304509","Frecheirinha (CE)","14072"
"MU","2304608","General Sampaio (CE)","7618"
"MU","2304657","Graça (CE)","14399"
"MU","2304707","Granja (CE)","54748"
"MU","2304806","Granjeiro (CE)","4844"
"MU","2304905","Groaíras (CE)","11068"
"MU","2304954","Guaiúba (CE)","26064"
"MU","2305001","Guaraciaba do Norte (CE)","40642"
"MU","2305100","Guaramiranga (CE)","5193"
"MU","2305209","Hidrolândia (CE)","19978"
"MU","2305233","Horizonte (CE)","67337"
"MU","2305266","Ibaretama (CE)","13353"
"MU","2305308","Ibiapina (CE)","24997"
"MU","2305332","Ibicuitinga (CE)","12525"
"MU","2305357","Icapuí (CE)","19934"
"MU","2305407","Icó (CE)","68018"
"MU","2305506","Iguatu (CE)","102498"
"MU","2305605","Independência (CE)","26178"
"MU","2305654","Ipaporanga (CE)","11593"
"MU","2305704","Ipaumirim (CE)","12463"
"MU","2305803","Ipu (CE)","41964"
"MU","2305902","Ipueiras (CE)","38166"
"MU","2306009","Iracema (CE)","14297"
"MU","2306108","Irauçuba (CE)","24156"
"MU","2306207","Itaiçaba (CE)","7827"
"MU","2306256","Itaitinga (CE)","37980"
"MU","2306306","Itapajé (CE)","52675"
"MU","2306405","Itapipoca (CE)","129358"
"MU","2306504","Itapiúna (CE)","20382"
"MU","2306553","Itarema (CE)","41826"
"MU","2306603","Itatira (CE)","21647"
"MU","2306702","Jaguaretama (CE)","18162"
"MU","2306801","Jaguaribara (CE)","11401"
"MU","2306900","Jaguaribe (CE)","34682"
"MU","2307007","Jaguaruana (CE)","33705"
"MU","2307106","Jardim (CE)","27174"
"MU","2307205","Jati (CE)","8111"
"MU","2307254","Jijoca de Jericoacoara (CE)","19816"
"MU","2307304","Juazeiro do Norte (CE)","274207"
"MU","2307403","Jucás (CE)","24833"
"MU","2307502","Lavras da Mangabeira (CE)","31508"
"MU","2307601","Limoeiro do Norte (CE)","59540"
"MU","2307635","Madalena (CE)","19691"
"MU","2307650","Maracanaú (CE)","227886"
"MU","2307700","Maranguape (CE)","128978"
"MU","2307809","Marco (CE)","27361"
"MU","2307908","Martinópole (CE)","11233"
"MU","2308005","Massapê (CE)","38737"
"MU","2308104","Mauriti (CE)","47962"
"MU","2308203","Meruoca (CE)","15057"
"MU","2308302","Milagres (CE)","27512"
